Data de Referência;Ano e Mes;Código Tipo Ponto Interação;Descrição Tipo Ponto Interação;Código Meio de Interação;Descrição Meio de Interação;Código do Serviço;Descrição do Serviço;Código Ponto Atendimento;Descrição Ponto Atendiemnto;Processos Iniciados
2026-02-03;202502;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;2419
2026-02-03;202502;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;2505
2026-02-03;202502;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;1990
2026-02-03;202502;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;1670
2026-02-03;202502;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;2625
2026-02-03;202502;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;2337
2026-02-03;202502;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;2175
2026-02-03;202502;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;2487
2026-02-03;202502;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;2437
2026-02-03;202502;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;2270
2026-02-03;202502;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;2397
2026-02-03;202503;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;2220
2026-02-03;202503;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;2498
2026-02-03;202503;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;2359
2026-02-03;202503;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;1422
2026-02-03;202503;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;2715
2026-02-03;202503;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;1647
2026-02-03;202504;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;2360
2026-02-03;202504;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;998
2026-02-03;202504;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;1285
2026-02-03;202504;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;1197
2026-02-03;202504;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;831
2026-02-03;202504;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;1476
2026-02-03;202504;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;1441
2026-02-03;202504;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;1386
2026-02-03;202504;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;339
2026-02-03;202505;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;490
2026-02-03;202505;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;536
2026-02-03;202505;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;1157
2026-02-03;202505;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;823
2026-02-03;202505;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;17
2026-02-03;202404;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;2979
2026-02-03;202404;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;2228
2026-02-03;202404;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;1522
2026-02-03;202404;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;1874
2026-02-03;202404;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;1116
2026-02-03;202404;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;1974
2026-02-03;202404;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;1403
2026-02-03;202404;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;1627
2026-02-03;202404;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;1339
2026-02-03;202404;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;1549
2026-02-03;202405;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;1081
2026-02-03;202405;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;1497
2026-02-03;202405;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;2461
2026-02-03;202405;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;1262
2026-02-03;202405;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;2084
2026-02-03;202406;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;1319
2026-02-03;202406;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;1664
2026-02-03;202406;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;1855
2026-02-03;202406;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;2476
2026-02-03;202406;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;1150
2026-02-03;202406;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;2110
2026-02-03;202406;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;1824
2026-02-03;202406;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;1255
2026-02-03;202407;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;2174
2026-02-03;202407;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;1568
2026-02-03;202407;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;1094
2026-02-03;202407;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;1210
2026-02-03;202407;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;1724
2026-02-03;202505;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;1379
2026-02-03;202505;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;1412
2026-02-03;202505;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;2351
2026-02-03;202505;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;27
2026-02-03;202506;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;377
2026-02-03;202506;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;1710
2026-02-03;202506;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;2777
2026-02-03;202506;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;2653
2026-02-03;202506;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;2479
2026-02-03;202507;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;1464
2026-02-03;202507;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;2654
2026-02-03;202507;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;1906
2026-02-03;202507;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;1341
2026-02-03;202507;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;3419
2026-02-03;202507;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;2560
2026-02-03;202507;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;1197
2026-02-03;202507;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;1368
2026-02-03;202508;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;1302
2026-02-03;202508;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;2401
2026-02-03;202508;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;2258
2026-02-03;202508;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;2161
2026-02-03;202508;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;2206
2026-02-03;202508;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;2266
2026-02-03;202508;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;2200
2026-02-03;202508;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;1463
2026-02-03;202508;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;3084
2026-02-03;202508;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;1449
2026-02-03;202509;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;2623
2026-02-03;202509;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;2554
2026-02-03;202509;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;2235
2026-02-03;202509;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;2501
2026-02-03;202509;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;1207
2026-02-03;202509;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;1374
2026-02-03;202509;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;2271
2026-02-03;202509;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;2609
2026-02-03;202509;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;1356
2026-02-03;202509;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;2262
2026-02-03;202510;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;1136
2026-02-03;202401;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;1221
2026-02-03;202401;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;2198
2026-02-03;202401;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;1781
2026-02-03;202401;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;1499
2026-02-03;202401;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;2210
2026-02-03;202401;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;2111
2026-02-03;202401;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;1110
2026-02-03;202401;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;2179
2026-02-03;202402;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;2368
2026-02-03;202402;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;1995
2026-02-03;202402;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;2137
2026-02-03;202402;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;4304
2026-02-03;202402;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;5159
2026-02-03;202403;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;1772
2026-02-03;202403;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;2124
2026-02-03;202403;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;2977
2026-02-03;202403;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;1397
2026-02-03;202403;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;2675
2026-02-03;202410;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;2222
2026-02-03;202411;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;2567
2026-02-03;202411;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;2320
2026-02-03;202411;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;2059
2026-02-03;202411;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;1499
2026-02-03;202411;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;1906
2026-02-03;202411;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;1086
2026-02-03;202411;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;1660
2026-02-03;202412;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;1907
2026-02-03;202505;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;419
2026-02-03;202505;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;676
2026-02-03;202505;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;1486
2026-02-03;202505;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;349
2026-02-03;202505;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;1068
2026-02-03;202505;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;1007
2026-02-03;202505;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;1256
2026-02-03;202506;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;2699
2026-02-03;202506;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;2618
2026-02-03;202506;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;1122
2026-02-03;202506;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;2025
2026-02-03;202506;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;2277
2026-02-03;202506;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;1210
2026-02-03;202506;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;1750
2026-02-03;202506;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;2145
2026-02-03;202506;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;1251
2026-02-03;202506;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;2831
2026-02-03;202507;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;2901
2026-02-03;202507;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;2942
2026-02-03;202507;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;2746
2026-02-03;202507;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;2118
2026-02-03;202507;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;1538
2026-02-03;202507;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;2185
2026-02-03;202507;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;1325
2026-02-03;202405;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;1308
2026-02-03;202405;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;1494
2026-02-03;202405;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;2026
2026-02-03;202405;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;2393
2026-02-03;202405;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;1237
2026-02-03;202405;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;1525
2026-02-03;202405;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;2785
2026-02-03;202405;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;2142
2026-02-03;202406;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;2132
2026-02-03;202406;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;2261
2026-02-03;202406;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;2155
2026-02-03;202406;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;1726
2026-02-03;202406;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;2119
2026-02-03;202406;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;1375
2026-02-03;202406;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;2155
2026-02-03;202406;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;2171
2026-02-03;202406;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;2493
2026-02-03;202406;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;2410
2026-02-03;202406;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;1379
2026-02-03;202407;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;2032
2026-02-03;202407;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;1334
2026-02-03;202407;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;1943
2026-02-03;202407;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;2456
2026-02-03;202407;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;2121
2026-02-03;202407;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;1204
2026-02-03;202408;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;1163
2026-02-03;202408;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;2171
2026-02-03;202408;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;1287
2026-02-03;202409;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;1601
2026-02-03;202409;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;2603
2026-02-03;202409;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;2384
2026-02-03;202409;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;1441
2026-02-03;202409;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;1112
2026-02-03;202409;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;2113
2026-02-03;202407;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;1123
2026-02-03;202407;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;2203
2026-02-03;202408;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;1543
2026-02-03;202408;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;1740
2026-02-03;202408;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;1880
2026-02-03;202408;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;3624
2026-02-03;202408;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;3077
2026-02-03;202408;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;2084
2026-02-03;202409;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;2674
2026-02-03;202409;2; Digital;PointOfCareType.MobileApp;Aplicação Móvel;CES:SRV:000000019;Ativar a Chave Móvel Digital;;;1894
